image_path,label
/Users/samuel/Desktop/ML/data/train/Sad/im1455.png,5
/Users/samuel/Desktop/ML/data/train/Surprised/im800.png,6
/Users/samuel/Desktop/ML/data/train/Fear/im2104.png,2
/Users/samuel/Desktop/ML/data/train/Neutral/im4547.png,4
/Users/samuel/Desktop/ML/data/train/Neutral/im477.png,4
/Users/samuel/Desktop/ML/data/train/Neutral/im554.png,4
/Users/samuel/Desktop/ML/data/train/Angry/im1488.png,0
/Users/samuel/Desktop/ML/data/train/Neutral/im2094.png,4
/Users/samuel/Desktop/ML/data/train/Angry/im1025.png,0
/Users/samuel/Desktop/ML/data/train/Sad/im2645.png,5
/Users/samuel/Desktop/ML/data/train/Neutral/im1858.png,4
/Users/samuel/Desktop/ML/data/train/Happy/im5525.png,3
/Users/samuel/Desktop/ML/data/train/Sad/im537.png,5
/Users/samuel/Desktop/ML/data/train/Happy/im5420.png,3
/Users/samuel/Desktop/ML/data/train/Neutral/im3677.png,4
/Users/samuel/Desktop/ML/data/train/Fear/im1697.png,2
/Users/samuel/Desktop/ML/data/train/Surprised/im85.png,6
